m a i	3408	0.0171628862657
e	2770	0.013949881149
p o n	2573	0.0129577776882
e s	2325	0.0117088352605
ē	2230	0.0112304097337
e n	2225	0.0112052294428
p o u	1701	0.0085663349583
e i	1666	0.00839007292212
k a	1346	0.00677853430563
h o s	1252	0.00630514483703
d ō	1247	0.00627996454615
p o	1049	0.00528282502719
p a	1025	0.00516195963096
e u	1023	0.0051518875146
k a i	1021	0.00514181539825
e k s	1001	0.00504109423472
e r o s	773	0.00389287297047
a k s	768	0.00386769267959
p o ū	757	0.00381229603964
kh r ē s	751	0.00378207969058
th u ō	731	0.00368135852705
d i a	728	0.00366625035252
e m a i	691	0.00347991619999
k a s	684	0.00344466379276
s ō	665	0.0033489786874
p i	601	0.0030266709641
m i	599	0.00301659884775
d u ī a	572	0.00288062527698
th ē	570	0.00287055316063
p e i	509	0.00256335361186
e k a	507	0.00255328149551
i ō	478	0.00240723580839
m e n	450	0.00226622617944
e l ē	448	0.00225615406309
s o s	446	0.00224608194674
a i s	429	0.00216046895774
kh r ē n	413	0.00207989202691
o	403	0.00202953144515
n a	396	0.00199427903791
m ō n	387	0.00194895451432
b a i	379	0.00190866604891
p o i	379	0.00190866604891
a r a	366	0.00184319729262
p l o s	362	0.00182305305991
e k a i	353	0.00177772853632
h i n	326	0.00164175496555
a s a	325	0.00163671890738
p ā n	316	0.00159139438379
a i a	314	0.00158132226743
a s ō	297	0.00149570927843
ph ō n	290	0.0014604568712
k a z ō	288	0.00145038475484
h u p o s	280	0.00141009628943
b a s	270	0.00135973570767
t e r o s	270	0.00135973570767
e k a s	269	0.00135469964949
p s	268	0.00134966359131
e k s ō	261	0.00131441118408
p r	248	0.00124894242778
p e	245	0.00123383425325
p l o n	241	0.00121369002055
e k o s	240	0.00120865396237
p l o u	239	0.00120361790419
e a	239	0.00120361790419
g a	238	0.00119858184602
ph a i	229	0.00115325732243
e r	228	0.00114822126425
n ē s	225	0.00113311308972
m a i a	225	0.00113311308972
t o ū	222	0.00111800491519
t e r a	221	0.00111296885702
h e k s	217	0.00109282462431
p r a s	212	0.00106764433343
e k s a	208	0.00104750010072
s t ē	205	0.00103239192619
kh r ē s ō	201	0.00101224769349
kh ē s	194	0.00097699528625
g n	192	0.000966923169896
a i n	191	0.00096188711172
th ē s	183	0.000921598646308
s ē	182	0.000916562588131
e t o s	181	0.000911526529954
a n a i	179	0.000901454413601
b ē	178	0.000896418355425
h u l ē	176	0.000886346239072
o l i	172	0.000866202006366
a p s	171	0.000861165948189
d i a s	166	0.000835985657306
m a n	166	0.000835985657306
e m ē	166	0.000835985657306
t i ō	163	0.000820877482777
ē n a i	162	0.0008158414246
k a n	161	0.000810805366424
th ē n ō	158	0.000795697191894
l a ō	153	0.000770516901011
p u	148	0.000745336610129
d o ū	144	0.000725192377422
h u p o n	141	0.000710084202893
d o s a	140	0.000705048144716
e k a ō	139	0.00070001208654
a p o	136	0.00068490391201
m a i ō	136	0.00068490391201
a u t ē s	136	0.00068490391201
h ē s ō	134	0.000674831795657
n i	131	0.000659723621127
e m a	130	0.000654687562951
o h ī s	128	0.000644615446598
e l a s	128	0.000644615446598
h e a	126	0.000634543330245
e k o u	126	0.000634543330245
th ē n ē	125	0.000629507272068
t u kh	125	0.000629507272068
e d i	125	0.000629507272068
m a i n	123	0.000619435155715
ē n ō	119	0.000599290923009
e k o n	116	0.000584182748479
p i s ō	115	0.000579146690303
h e k a	114	0.000574110632126
l a z ō	112	0.000564038515773
n o	110	0.00055396639942
a g o ū	105	0.000528786108537
h e l ō	105	0.000528786108537
n e a n	105	0.000528786108537
e ph o s	104	0.000523750050361
ph o	103	0.000518713992184
h ē m ō n	103	0.000518713992184
d i k o s	103	0.000518713992184
ē n ē	102	0.000513677934007
g r o s	101	0.000508641875831
h i e ō	98	0.000493533701301
g i	97	0.000488497643125
m e i	97	0.000488497643125
e d e	97	0.000488497643125
e i o s	97	0.000488497643125
e b o u	97	0.000488497643125
a h u	95	0.000478425526772
d i k s	94	0.000473389468595
e l l ō	94	0.000473389468595
a u s	94	0.000473389468595
s t ō	94	0.000473389468595
l l ō	93	0.000468353410419
a h i	92	0.000463317352242
kh e ī a	92	0.000463317352242
a g ē	91	0.000458281294066
th a n ē	91	0.000458281294066
th ō	90	0.000453245235889
h ē d e	89	0.000448209177712
d e i a	89	0.000448209177712
h i e n	89	0.000448209177712
k l ē	89	0.000448209177712
a u t ē n	88	0.000443173119536
e i n o s	88	0.000443173119536
e h u	86	0.000433101003183
kh r a ō	86	0.000433101003183
e d i a	86	0.000433101003183
k i s	84	0.00042302888683
h e n o s	84	0.00042302888683
n o s o s	84	0.00042302888683
e i o n	83	0.000417992828653
h u p o u	83	0.000417992828653
d o n o s	82	0.000412956770477
a r ē	81	0.0004079207123
e ph th ē n	81	0.0004079207123
p a ō	81	0.0004079207123
e ē s	80	0.000402884654124
m a s	80	0.000402884654124
m a i o s	79	0.000397848595947
p r o ū	79	0.000397848595947
d i ō n	78	0.00039281253777
e i z ō	78	0.00039281253777
a i a s	78	0.00039281253777
g r o n	77	0.000387776479594
a k ē	77	0.000387776479594
i e ō	77	0.000387776479594
d e m a i	75	0.000377704363241
h e r a	75	0.000377704363241
l u s	74	0.000372668305064
e ph o n	73	0.000367632246888
n u	73	0.000367632246888
k a th ē n	73	0.000367632246888
e m a i s	72	0.000362596188711
n e ō s	70	0.000352524072358
b e o n	70	0.000352524072358
o l l ē	70	0.000352524072358
p n	69	0.000347488014182
e t o n	68	0.000342451956005
b e o s	68	0.000342451956005
h e p o s	68	0.000342451956005
a s s	67	0.000337415897828
ē k o s	67	0.000337415897828
ph ē s ō	66	0.000332379839652
ā r a s	66	0.000332379839652
d i n	66	0.000332379839652
m a i o n	66	0.000332379839652
a u o	66	0.000332379839652
h u p n o s	66	0.000332379839652
s ō th ē n	66	0.000332379839652
e k e ī a	65	0.000327343781475
e kh ō n	65	0.000327343781475
e m ō	65	0.000327343781475
ē th ē	65	0.000327343781475
k ō l u s	65	0.000327343781475
h e s a	64	0.000322307723299
k s o s	63	0.000317271665122
h e r ō	62	0.000312235606946
p l ō n	62	0.000312235606946
e p o s a	62	0.000312235606946
p i ō n	62	0.000312235606946
k e i	60	0.000302163490593
h u t e	59	0.000297127432416
e kh r ē	59	0.000297127432416
ph u l ē	58	0.00029209137424
e k a n	58	0.00029209137424
p s a	57	0.000287055316063
h e k	57	0.000287055316063
m a i t o s	57	0.000287055316063
a n a ī a	57	0.000287055316063
e d a	57	0.000287055316063
m e s	56	0.000282019257886
s t ē n	56	0.000282019257886
p a s a	56	0.000282019257886
p u n	56	0.000282019257886
b o m a i	56	0.000282019257886
t o n ē	56	0.000282019257886
p r ō n	55	0.00027698319971
t i z ō	55	0.00027698319971
p u r a	55	0.00027698319971
e n ē s	55	0.00027698319971
d i k a	55	0.00027698319971
th ē n ē s	54	0.000271947141533
b a r	54	0.000271947141533
e l e u	54	0.000271947141533
e kh th ē	54	0.000271947141533
ō r	53	0.000266911083357
ē r o n	53	0.000266911083357
p l e ō	52	0.00026187502518
n ū n a i	52	0.00026187502518
e r i	52	0.00026187502518
o l a	52	0.00026187502518
k a l ē s	51	0.000256838967004
b o ū	51	0.000256838967004
p o u l ē s	51	0.000256838967004
h o p t ō	50	0.000251802908827
k t e	50	0.000251802908827
b r o n	50	0.000251802908827
e i n ē	49	0.000246766850651
b a l o s	49	0.000246766850651
a l ē n	49	0.000246766850651
ph o s a	49	0.000246766850651
h o t e	49	0.000246766850651
e b o s	49	0.000246766850651
e d u	49	0.000246766850651
e r o	48	0.000241730792474
h u p t ō n	48	0.000241730792474
o n o u	48	0.000241730792474
d e u s	48	0.000241730792474
e l o	47	0.000236694734298
ph o b o s	47	0.000236694734298
e m a i a	47	0.000236694734298
e k r	47	0.000236694734298
e p r o s	47	0.000236694734298
e b o n	47	0.000236694734298
e k t ō	47	0.000236694734298
k ō n	46	0.000231658676121
e s s a	46	0.000231658676121
ph o b o a ō	46	0.000231658676121
a l ē s ō	46	0.000231658676121
b r o s	46	0.000231658676121
d e k s	46	0.000231658676121
e r r ē	46	0.000231658676121
ph o b e o n	45	0.000226622617944
m i n	45	0.000226622617944
ō ph th a n	45	0.000226622617944
t e ī	45	0.000226622617944
